"","name","id","date","type","year"
"10534","Forestry Bill","1","11 May. 1981","Lords",1981
"10535","Forestry Bill","1","11 May. 1981","Lords",1981
"10536","Forestry Bill","1, 2, 3, 4","9 Jun. 1981","Lords",1981
"10537","FORESTRY COMMISSION.","43","10 Mar. 1920","Commons",1920
"10538","FORESTRY COMMISSION.","198","3 Mar. 1930","Commons",1930
"10539","FORFEITURE OF TERRORIST CASH","86","26 Nov. 2001","Commons",2001
"10540","FORM AND CONTENT OF COMPANY ACCOUNTS","344, 345","25 Oct. 1989","Commons",1989
"10541","FORM OF BALLOT PAPER","24, 25","23 Nov. 1972","Commons",1972
"10542","FORM OF BALLOT PAPER","190","24 Apr. 1975","Commons",1975
"10543","FORM OF BALLOT PAPER","94","24 Nov. 1997","Commons",1997
"10544","FORM OF BALLOT PAPER","168","11 Feb. 1998","Commons",1998
"10545","FORM OF OATH OR AFFIRMATION UNDER SECTION 8","171","21 Jun. 1973","Commons",1973
"10546","Former Yugoslavia","87","16 Nov. 1992","Commons",1992
"10547","formerly NATIONAL LAND FUND BILL [H.L.]","1","12 Mar. 1979","Lords",1979
"10548","FORMULATION OF POLICIES AND PLANS","77","23 Feb. 1983","Commons",1983
"10549","FOSSIL FUEL LEVY","148","10 Apr. 1989","Commons",1989
"10550","Foundation Hospitals","42, 43","8 Jan. 2003","Commons",2003
"10551","FOUNDATION PATIENTS' FORA","282","8 Jul. 2003","Commons",2003
"10552","FOURTH ALLOTTED DAY.— [Progress, 15th July.]","282","16 Jul. 1914","Commons",1914
"10553","NEW CLAUSE.—(Provision as to Partnership Businesses carried on Abroad.)","177","16 Jul. 1914","Commons",1914
"10554","NEW CLAUSE.—(Provision to Allow Deductions in Respect of Inherently Wasting Assets.)","178","16 Jul. 1914","Commons",1914
"10555","NEW CLAUSE.—(Exemption and Abatement when Interest or Dividends Paid Free of Income Tax.)","179","16 Jul. 1914","Commons",1914
"10556","NEW CLAUSE.—(Relief from Income Tax in Respect of Repairs to House Property.)","180","16 Jul. 1914","Commons",1914
"10557","FOURTH NIGHT.","1","24 Jun. 1870","Commons",1870
"10558","FOURTH SCHEDULE (Legal Proceedings, etc.)","51","19 Dec. 1946","Commons",1946
"10559","FOURTH SCHEDULE (Rules for Calculations in respect of general Exchequer grants.)","146, 147","31 Jan. 1929","Commons",1929
"10560","FOURTH SCHEDULE.— [Amended Rates of Duty in the case of certain mechanically propelled vehicles.]","255","7 Jul. 1927","Commons",1927
"10561","FOURTH SCHEDULE.—(Adaptation of Section 16 of the Electricity (Supply) Act, 1919, as amended by Section 21 of the Electricity (Supply) Act, 1922.","455","11 Nov. 1926","Commons",1926
"10562","FOURTH SCHEDULE.—(Amendment of enactments relating to reliefs from Income Tax.)","514, 515","1 Oct. 1931","Commons",1931
"10563","FOURTH SCHEDULE.—(Method of Calculating Existing Interests for Purposes of Commutation.)","574","4 Feb. 1913","Commons",1913
"10564","FOURTH SCHEDULE.—(Products to which Act applies.)","392","13 Jul. 1931","Commons",1931
"10565","Fourth Schedule.—(PROVISIONS TO BE SUBSTITUTED IN SECOND SCHEDULE TO NATIONAL INSURANCE ACT, 1946.)","9","14 Dec. 1954","Commons",1954
"10566","Fourth Schedule.—(PURCHASE TAX: PRESCRIBED LISTS FOR WEARING APPAREL AND FOR CLOTH, ETC.)","13, 124, 125, 126, 127, 128, 129, 130, 131, 132, 134","13 May. 1952","Commons",1952
"10567","Fourth Schedule.—(PURCHASE TAX: PRESCRIBED LISTS FOR WEARING APPAREL AND FOR CLOTH, ETC.)","179, 180","18 Jun. 1952","Commons",1952
"10568","Fourth Schedule.—(RATES OF BENEFIT UNDER NATIONAL INSURANCE ACT, 1946.)","12","20 Nov. 1957","Commons",1957
"10569","Fourth Schedule.—(RELIEFS IN RESPECT OF TAX UNDER SECTION THIRTY-FIVE.)","97","26 May. 1960","Commons",1960
"10570","Fourth Schedule.—(RELIEFS IN RESPECT OF TAX UNDER SECTION THIRTY-SIX.)","130","5 Jul. 1960","Commons",1960
"10571","Fourth Schedule.—(TRANSITIONAL PROVISIONS ON DECONTROL.)","90","27 Mar. 1957","Commons",1957
"10572","FOURTH SCHEDULE.","294","15 Jul. 1937","Commons",1937
"10573","Fox CONTROL IN NATIONAL PARKS","191, 192","6 Mar. 1998","Commons",1998
"10574","FOXES","260","30 Jun. 2003","Commons",2003
"10575","FRANCHISE AND ELECTORAL REFORM.","18","28 Mar. 1917","Commons",1917
"10576","FRANCHISE AND REGISTRATION BILL.","97","17 Jun. 1912","Commons",1912
"10577","FREE FOOD.","127","18 May. 1904","Commons",1904
"10578","FREE PROVISION OF CERTAIN COMMUNITY CARE SERVICES","53, 54","15 Jan. 2003","Commons",2003
"10579","Free Television Licences for Pensioners Bill","55","16 Jan. 1987","Commons",1987
"10580","FREE TRADE AND FISCAL REFORM.","10","12 Mar. 1906","Commons",1906
"10581","FREE TRADE.","1","12 Mar. 1906","Commons",1906
"10582","FREE TRADE.","12, 13, 14","13 Mar. 1906","Commons",1906
"10583","Freedom and Responsibility of the Press Bill","134, 135","29 Jan. 1993","Commons",1993
"10584","Freedom of Information Bill","64","6 Feb. 1981","Commons",1981
"10585","Freedom of Information Bill","12, 13","7 Dec. 1999","Commons",1999
"10586","Freedom of Information Bill","1, 2","19 Oct. 2000","Lords",2000
"10587","Freedom of Information Bill","1, 2","14 Nov. 2000","Lords",2000
"10588","Freedom of Information Bill","1, 2","27 Nov. 2000","Commons",2000
"10589","New Clause","355","27 Nov. 2000","Commons",2000
"10590","FREEDOM OF SPEECH IN UNIVERSITIES, POLYTECHNICS AND COLLEGES","288","21 Oct. 1986","Commons",1986
"10591","FREEDOM OF SPEECH IN UNIVERSITIES, POLYTECHNICS AND COLLEGES","254","20 Jun. 1989","Commons",1989
"10592","FREEDOM OF THE PRESS","388, 389, 390","6 Nov. 1975","Commons",1975
"10593","FREEDOM OF THE PRESS","93, 94","18 Mar. 1976","Commons",1976
"10594","""FREEMAN'S JOURNAL"" (ARRESTS).","384, 385","7 Dec. 1920","Commons",1920
"10595","FRENCH NUCLEAR TESTS","179","2 Jul. 1973","Commons",1973
"10596","French Words (Prohibition)","1","5 Jul. 1994","Commons",1994
"10597","FRESHWATER AND SALMON FISHERIES (SCOTLAND) BILL","1","13 Apr. 1976","Lords",1976
"10598","FRIENDLY AND INDUSTRIAL AND PROVIDENT SOCIETIES BILL","65","23 Feb. 1968","Commons",1968
"10599","FRIENDLY SOCIETIES BILL. [H.L.]","1","3 Apr. 1924","Lords",1924
"10600","FRIENDLY SOCIETIES REGISTRY.","13, 14, 15","23 Feb. 1914","Commons",1914
"10601","FRIENDLY SOCIETIES","266","9 Jul. 1985","Commons",1985
"10602","FRIEXDLY SOCIETIES REGISTRY.","45","10 Mar. 1920","Commons",1920
"10603","FRUITS, VEGETABLES, AND HORTICULTURAL PRODUCTS (EMERGENCY CUSTOMS DUTIES).","25, 26, 27, 28, 29","1 Dec. 1931","Commons",1931
"10604","FUEL AND POWER FOR DOMESTIC OR CHARITY USE","259, 260","10 May. 1993","Commons",1993
"10605","FUEL AND POWER FOR DOMESTIC OR CHARITY USE","327","12 Jul. 1993","Commons",1993
"10606","FUEL AND POWER","144","19 May. 1949","Commons",1949
"10607","FUEL AND POWER","6","29 Mar. 1950","Commons",1950
"10608","FUEL AND POWER","98","4 May. 1959","Commons",1959
"10609","FUEL AND POWER","58","20 Feb. 1961","Commons",1961
"10610","Fuel Bills","45, 46","25 Jan. 1982","Commons",1982
"10611","Fuel Costs","197","21 Mar. 1984","Commons",1984
"10612","Fuel Poverty","16","2 Dec. 1986","Commons",1986
"10613","Fuel Protests","311, 312","25 Oct. 2000","Commons",2000
"10614","FUEL SITUATION","27","9 Jan. 1974","Commons",1974
"10615","FUNCTIONS OF AUTHORITY AS TO RESEARCH AND DEVELOPMENT","95","7 Apr. 1970","Commons",1970
"10616","FUNCTIONS OF EDUCATION ACTION FORUM","200","11 Mar. 1998","Commons",1998
"10617","FUNCTIONS OF EDUCATION AUTHORITIES","197","7 May. 1969","Commons",1969
"10618","FUNCTIONS OF EDUCATION AUTHORITIES","344","22 Jul. 1969","Commons",1969
"10619","FUNCTIONS OF INSPECTORATE","331","14 Nov. 2000","Commons",2000
"10620","FUNCTIONS OF LOCAL AUTHORITIES WITH RESPECT TO PERSONS WHO ARE HOMELESS OR THREATENED WITH HOMELESSNESS","243","2 Jul. 1986","Commons",1986
"10621","FUNCTIONS OF LOCAL EDUCATION AUTHORITIES WITH RESPECT TO HIGHER AND FURTHER EDUCATION","230","24 Mar. 1988","Commons",1988
"10622","FUNCTIONS OF MINISTERS AND OFFICE-HOLDERS","253","23 May. 1994","Commons",1994
"10623","FUNCTIONS OF THE CENTRE","45","9 Jan. 2003","Commons",2003
"10624","FUNCTIONS OF THE CHIEF INSPECTOR WITH REGARD TO THE CURRICULUM","60","29 Jan. 1992","Commons",1992
"10625","FUNCTIONS OF THE COMMISSION AND AGENCIES","142","23 May. 1973","Commons",1973
"10626","FUNCTIONS OF THE COMMISSION","151","4 Feb. 1998","Commons",1998
"10627","FUNCTIONS OF THE CUSTOMERS COUNCIL","325, 326, 327, 328, 329","1 Nov. 1994","Commons",1994
"10628","FUNCTIONS OF THE LOCAL GOVERNMENT COMMISSION","96, 97","24 Nov. 1997","Commons",1997
"10629","FUNCTIONS OF THE PRINCIPALITY AS A LOCAL GOVERNMENT AREA","261","15 Jun. 1994","Commons",1994
"10630","FUNCTIONS WITH RESPECT TO LAND DRAINAGE, FLOOD PREVENTION, ETC.","1, 2","28 May. 1963","Lords",1963
"10631","Funded Pensions","286, 287","2 Jul. 2002","Commons",2002
"10632","FUNDING AGENCY FOR SCHOOLS","166","2 Mar. 1993","Commons",1993
"10633","FUNDING FOR EDUCATION SUPPORT GRANTS","89","6 Dec. 1983","Commons",1983
"10634","FUNERAL EXPENSES","172","12 May. 1999","Commons",1999
"10635","Fur Farming (Prohibition) Bill","94","5 Mar. 1999","Commons",1999
"10636","FURNISHED LETTINGS (RENT ALLOWANCES) BILL","35","23 Jan. 1973","Commons",1973
"10637","FURNISHING OF INFORMATION TO COMMUNITIES","264","4 Jul. 1972","Commons",1972
"10638","FURNITURE (D SCHEME)","61","21 Jan. 1953","Commons",1953
"10639","FURSKINS BILL [H.L.]","1","29 Nov. 1979","Lords",1979
"10640","Further and Higher Education (Scotland) Bill","17, 18","26 Nov. 1991","Commons",1991
"10641","Further and Higher Education Bill [H.L.]","1, 2, 3","9 Dec. 1991","Lords",1991
"10642","Further and Higher Education Bill [H.L.]","4, 5","9 Dec. 1991","Lords",1991
"10643","Further and Higher Education Bill [H.L.]","1, 2","10 Dec. 1991","Lords",1991
"10644","Further and Higher Education Bill [H.L.]","1, 2","12 Dec. 1991","Lords",1991
"10645","Further and Higher Education Bill [H.L.]","1, 2","16 Dec. 1991","Lords",1991
"10646","Further and Higher Education Bill [H.L.]","1, 2, 3","14 Jan. 1992","Lords",1992
"10647","Further and Higher Education Bill [H.L.]","4","14 Jan. 1992","Lords",1992
"10648","Further and Higher Education Bill [H.L.]","1, 2, 3","16 Jan. 1992","Lords",1992
"10649","Further and Higher Education Bill [H.L.]","1, 2, 3","20 Jan. 1992","Lords",1992
"10650","Further and Higher Education Bill [H.L.]","1, 2, 3, 4, 5, 6","3 Feb. 1992","Lords",1992
"10651","Further and Higher Education Bill [Lords]","77","11 Feb. 1992","Commons",1992
"10652","FURTHER COMMONS AMENDMENT IN LIEU","1","17 Nov. 1998","Lords",1998
"10653","FURTHER DISQUALIFICATION FOR MEMBERSHIP OF ASSEMBLY","250","29 Jun. 1982","Commons",1982
"10654","FURTHER DISQUALIFICATION FOR MEMBERSHIP OF ASSEMBLY","251","29 Jun. 1982","Commons",1982
"10655","Further Education","73","17 Nov. 1987","Commons",1987
"10656","FURTHER EXCEPTIONS FROM SS. 20(1) AND 21","347","27 Oct. 1976","Commons",1976
"10657","FURTHER PROVISION ABOUT OFCOM","186","6 Mar. 2002","Commons",2002
"10658","FURTHER PROVISION AS TO FUTURE","71","26 Jan. 1987","Commons",1987
"10659","FURTHER PROVISION FOR MEMBERS OF THE ROYAL FAMILY","36","19 Jan. 1972","Commons",1972
"10660","FURTHER PROVISIONS ABOUT SHARE OPTIONS","278","19 Jul. 2000","Commons",2000
"10661","FURTHER REFERENDUM ON PETITION","61","23 Jan. 2003","Commons",2003
"10662","'Further restrictions on holding of licences of different descriptions","166, 167, 168","2 Jul. 1996","Commons",1996
"10663","FURTHER STATE ASSISTANCE.","386, 387, 388","7 Dec. 1920","Commons",1920
"10664","FURTHER VOTE ON ACCOUNT.","125","5 Nov. 1919","Commons",1919
"10665","FUTURE ARRANGEMENTS FOR MEMBERS' SALARIES","203, 204","10 Jun. 1982","Commons",1982
"10666","FUTURE BUSINESS","1","6 Jun. 1967","Lords",1967
"10667","Future Government of Scotland","78, 79","23 Nov. 1987","Commons",1987
"10668","Future of Rover","116","16 Mar. 2000","Commons",2000
"10669","Future of the Post Office Network","28, 29","13 Jan. 2004","Commons",2004
"10670","FUTURE POLICY.","398, 399","9 Dec. 1920","Commons",1920
"10671","FUTURE REGULATION (No. 2)","305","23 Jun. 1993","Commons",1993
"10672","Gaelic (Miscellaneous Provisions) Bill","70","13 Feb. 1981","Commons",1981
"10673","Gambling Bill","5","10 Mar. 2005","Lords",2005
"10674","GAME AND OTHER LICENCES (FEES)","84","5 Mar. 1968","Commons",1968
"10675","GAME LICENCES AND GUN LICENCES (MISCELLANEOUS PROVISIONS), ETC. BILL","91","10 Mar. 1961","Commons",1961
"10676","GAMING BILL [Lords].","174","23 Jul. 1922","Commons",1922
"10677","GAMING BILL","174","12 Jun. 1968","Commons",1968
"10678","Clause 42","211","12 Jun. 1968","Commons",1968
"10679","Clause 42","1, 2","1 Aug. 1968","Lords",1968
"10680","Clause 42","1","16 Oct. 1968","Lords",1968
"10681","GAMING CLUBS (LICENSING)","9","18 Nov. 1969","Commons",1969
"10682","Gaming Machine Licence Duty","253","6 Jul. 1981","Commons",1981
"10683","10. GAMING MACHINE LICENCE DUTY","10","6 Dec. 1994","Commons",1994
"10684","Gartcosh Steel Mill","46","23 Jan. 1986","Commons",1986
"10685","GAS (CO-PARTNERSHIP) REGULATIONS","126","3 May. 1949","Commons",1949
"10686","Gas (Northern Ireland)","285","19 Jul. 1985","Commons",1985
"10687","GAS (SPECIAL ORDERS)","22","5 Jun. 1945","Commons",1945
"10688","GAS ACT, 1948 (VESTING DATE)","97","5 Apr. 1949","Commons",1949
"10689","GAS AND ELECTRICITY BILL","157","22 May. 1968","Commons",1968
"10690","GAS AND ELECTRICITY BILL","157","13 Jun. 1968","Commons",1968
"10691","Clause 1","212, 213, 214","13 Jun. 1968","Commons",1968
"10692","GAS AND ELECTRICITY INDUSTRIES","401","11 Jul. 1984","Commons",1984
"10693","Gas Bill (Allocation of Time)","77","17 Feb. 1986","Commons",1986
"10694","GAS BILL [MONEY]","22","10 Dec. 1985","Commons",1985
"10695","GAS BILL [Money]","101","13 Mar. 1995","Commons",1995
"10696","GAS BILL.","1","7 Jul. 1948","Lords",1948
"10697","GAS BILL.","1, 2","8 Jul. 1948","Lords",1948
"10698","GAS BILL.","1","12 Jul. 1948","Lords",1948
"10699","GAS BILL.","1, 2","19 Jul. 1948","Lords",1948
"10700","GAS BILL","75, 76","11 Feb. 1948","Commons",1948
"10701","GAS BILL","227","16 Jun. 1948","Commons",1948
"10702","GAS BILL","227","4 May. 1965","Commons",1965
"10703","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","101","4 May. 1965","Commons",1965
"10704","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","36","11 Dec. 1969","Commons",1969
"10705","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","46","27 Jan. 1972","Commons",1972
"10706","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","1","24 Jul. 1972","Lords",1972
"10707","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","1","28 Jul. 1972","Lords",1972
"10708","Clause 7.—(COMPENSATION FOR GENERAL EFFECT OF STORAGE AUTHORISATION ORDER.)","306","14 May. 1980","Commons",1980
"10709","Gas Bill","20, 21","10 Dec. 1985","Commons",1985
"10710","Gas Bill","115","25 Mar. 1986","Commons",1986
"10711","Gas Bill","3","24 Apr. 1986","Lords",1986
"10712","Gas Bill","2","24 Apr. 1986","Lords",1986
"10713","Gas Bill","1","24 Apr. 1986","Lords",1986
"10714","Gas Bill","2, 3","29 Apr. 1986","Lords",1986
"10715","Gas Bill","1","29 Apr. 1986","Lords",1986
"10716","Gas Bill","3","8 May. 1986","Lords",1986
"10717","Gas Bill","1, 2","8 May. 1986","Lords",1986
"10718","Gas Bill","2, 3","19 May. 1986","Lords",1986
"10719","Gas Bill","1, 2, 3, 4","3 Jun. 1986","Lords",1986
"10720","Gas Bill","5, 6, 7, 9, 10, 11, 12","3 Jun. 1986","Lords",1986
"10721","Gas Bill","1, 2, 3, 4","5 Jun. 1986","Lords",1986
"10722","Gas Bill","7","11 Jun. 1986","Lords",1986
"10723","Gas Bill","1, 2, 3, 4","11 Jun. 1986","Lords",1986
"10724","Gas Bill","5","1 Jul. 1986","Lords",1986
"10725","Gas Bill","1","1 Jul. 1986","Lords",1986
"10726","Gas Bill","2, 3, 4","1 Jul. 1986","Lords",1986
"10727","Gas Bill","1","7 Jul. 1986","Lords",1986
"10728","Gas Bill","5, 6","7 Jul. 1986","Lords",1986
"10729","Gas Bill","2, 3, 4","7 Jul. 1986","Lords",1986
"10730","Gas Bill","1, 2, 3, 4, 5, 6","9 Jul. 1986","Lords",1986
"10731","Gas Bill","7, 8","9 Jul. 1986","Lords",1986
"10732","Gas Bill","1","17 Jul. 1986","Lords",1986
"10733","Gas Bill","99, 100","13 Mar. 1995","Commons",1995
"10734","Gas Bill","1","22 Jun. 1995","Lords",1995
"10735","Gas Bill","1, 2","28 Jun. 1995","Lords",1995
"10736","Gas Bill","1","25 Oct. 1995","Lords",1995
"10737","GAS COMPANIES (STANDARD BURNER) (NO. 1)","70","23 Jun. 1910","Commons",1910
"10738","GAS COMPANIES (STANDARD BURNER) (NO. 2) BILL [Lords.—By order.]","80","23 Jun. 1910","Commons",1910
"10739","Gas Levy Bill","71","16 Feb. 1981","Commons",1981
"10740","Gas Levy Bill","71","25 Feb. 1981","Commons",1981
"10741","Clause 2","84, 85","25 Feb. 1981","Commons",1981
"10742","Gas Levy","110","30 Mar. 1982","Commons",1982
"10743","GAS LIGHT AND COKE COMPANY BILL (By Order.)","179, 180","18 May. 1933","Commons",1933
"10744","GAS LIGHT AND COKE COMPANY BILL.","130","9 Jun. 1898","Commons",1898
"10745","Gas Price Increases","80","2 Mar. 1982","Commons",1982
"10746","GAS PRICES","146","29 Jan. 1980","Commons",1980
"10747","GAS REGULATION ACT, 1920.","332","6 Jul. 1926","Commons",1926
"10748","GAS REGULATION [EXPENSES].","143","17 Jun. 1920","Commons",1920
"10749","GAS REGULATIONS (STAFF COMPENSATION)","296","30 Nov. 1949","Commons",1949
"10750","GAS STOCKHOLDERS (COMPENSATION)","302","12 Dec. 1949","Commons",1949
"10751","GAS UNDERTAKINGS ACTS, 1920 AND 1929.","89","10 Dec. 1929","Commons",1929
"10752","GAS UNDERTAKINGS ACTS, 1920 AND 1929.","236","21 Jun. 1933","Commons",1933
"10753","GAS UNDERTAKINGS ACTS, 1920 TO 1934.","275","8 Jul. 1937","Commons",1937
"10754","GAS UNDERTAKINGS BILL [Lords].","275","15 Jun. 1934","Commons",1934
"10755","CLAUSE 27.— (Avoidance of provision in lease, etc., preventing supply of gas.)","289","15 Jun. 1934","Commons",1934
"10756","GAS UNDERTAKINGS BILL. [H.L.]","1","28 Feb. 1929","Lords",1929
"10757","Gas","48","25 Oct. 1983","Commons",1983
"10758","GCHQ Cheltenham","175","27 Feb. 1984","Commons",1984
"10759","GCHQ","411","17 Jul. 1984","Commons",1984
"10760","Gender Recognition Bill [H.L.]","1","29 Jan. 2004","Lords",2004
"10761","Gender Recognition Bill [H.L.]","3","3 Feb. 2004","Lords",2004
"10762","Gender Recognition Bill [H.L.]","3, 4, 5","10 Feb. 2004","Lords",2004
"10763","Gender Recognition Bill","55","23 Feb. 2004","Commons",2004
"10764","GENERAL ACADEMIC SELECTION","253","20 Jun. 1989","Commons",1989
"10765","GENERAL AD VALOREM CUSTOMS DUTY.","51","9 Feb. 1932","Commons",1932
"10766","General Betting Duty","249, 250","6 Jul. 1981","Commons",1981
"10767","GENERAL CLASSES OF ACTS NOT INFRINGING THE POSTAL PRIVILEGE","144","1 Apr. 1981","Commons",1981
"10768","GENERAL CLASSES OF ACTS NOT INFRINGING THE TELECOMMUNICATION PRIVILEGE","209, 210","12 May. 1969","Commons",1969
"10769","GENERAL CONTROL AND SUPERVISION BY THE SECRETARY OF STATE","134, 135, 136","1 Apr. 1981","Commons",1981
"10770","GENERAL CONTROL BY ORDER","339","21 Oct. 1976","Commons",1976
"10771","GENERAL DUTIES AND POWERS OF NATIONAL PORTS AUTHORITY, AND ADAPTATION OF POWERS OF OTHER BODIES","109","28 Apr. 1970","Commons",1970
"10772","General duties and the setting of objectives for police authorities","283","5 Jul. 1994","Commons",1994
"10773","GENERAL DUTIES OF AUTHORITIES","332","13 Oct. 1975","Commons",1975
"10774","GENERAL DUTIES OF ELECTRICITY DISTRIBUTORS","172","19 Apr. 2000","Commons",2000
"10775","GENERAL DUTIES OF EMPLOYERS TO THEIR EMPLOYEES","44","18 Jun. 1974","Commons",1974
"10776","GENERAL DUTIES OF EMPLOYERS TO THEIR EMPLOYEES","94","18 Jul. 1974","Commons",1974
"10777","GENERAL DUTIES OF SECRETARY OF STATE AND DIRECTOR","103","28 Mar. 1983","Commons",1983
"10778","GENERAL DUTIES OF SECRETARY OF STATE AND DIRECTOR","102","14 Dec. 1983","Commons",1983
"10779","GENERAL DUTIES OF SECRETARY OF STATE AND DIRECTOR","270","21 Jul. 1986","Commons",1986
"10780","GENERAL DUTIES OF SECRETARY OF STATE AND DIRECTOR","145","6 Apr. 1989","Commons",1989
"10781","GENERAL DUTIES OF THE BUS COMPANY","218","22 May. 1985","Commons",1985
"10782","GENERAL DUTIES OF THE CORPORATIONS","293, 294, 295, 296","28 Jul. 1976","Commons",1976
"10783","GENERAL DUTIES OF THE FRANCHISING DIRECTOR","379","1 Nov. 1993","Commons",1993
"10784","GENERAL DUTIES OF THE SECRETARY OF STATE AND THE REGULATOR","282","25 May. 1993","Commons",1993
"10785","GENERAL DUTIES OF THE SECRETARY OF STATE AND THE REGULATOR","378","1 Nov. 1993","Commons",1993
"10786","GENERAL DUTIES WITH RESPECT TO WATER SUPPLY AND SEWERAGE SERVICES","272","3 Jul. 1989","Commons",1989
"10787","GENERAL DUTIES","384","5 Nov. 1975","Commons",1975
"10788","GENERAL DUTY OF EMPLOYERS TO DISCLOSE INFORMATION","373","29 Oct. 1975","Commons",1975
"10789","GENERAL DUTY OF REGULATOR","1","19 Nov. 2003","Commons",2003
"10790","GENERAL DUTY OF SECRETARY OF STATE","164","2 Mar. 1993","Commons",1993
"10791","GENERAL DUTY OF SUSTAINABLE DEVELOPMENT","148","16 May. 1991","Commons",1991
"10792","GENERAL DUTY OF THE POST OFFICE","341","22 Jul. 1969","Commons",1969
"10793","GENERAL ENVIRONMENTAL AND RECREATIONAL DUTIES","130, 131","22 Mar. 1989","Commons",1989
"10794","General environmental duty","1, 2","28 Feb. 1991","Lords",1991
"10795","GENERAL EXCLUSIONS FROM RIGHT UNDER SECTION 22","323","5 Aug. 1975","Commons",1975
"10796","A GENERAL FRAMEWORK FOR EQUAL TREATMENT IN EMPLOYMENT AND OCCUPATION","284","25 Jul. 2000","Commons",2000
"10797","GENERAL FUNCTIONS AND POWERS","287","24 Jun. 1969","Commons",1969
"10798","GENERAL IMPLEMENTATION OF TREATIES","152","26 Apr. 1972","Commons",1972
"10799","GENERAL IMPLEMENTATION OF TREATIES","161, 162, 163, 164, 165","3 May. 1972","Commons",1972
"10800","GENERAL IMPLEMENTATION OF TREATIES","193, 194, 195, 196","24 May. 1972","Commons",1972
"10801","GENERAL IMPROVEMENT AREAS","295","26 Jun. 1969","Commons",1969
"10802","GENERAL INTERPRETATION, ETC.","246","20 May. 2002","Commons",2002
"10803","GENERAL LIMIT ON MAGISTRATES' COURT'S POWER TO IMPOSE IMPRISONMENT","377","18 Nov. 2003","Commons",2003
"10804","GENERAL NOTICES AND RECORDING OF DISCLOSURES FOR PURPOSES OF SECTION 38","163","18 Jun. 1973","Commons",1973
"10805","GENERAL NURSING COUNCIL FOR ENGLAND AND WALES (RULES).","57","22 Mar. 1922","Commons",1922
"10806","GENERAL OBJECTIVES OF CIVIL AVIATION AUTHORITY","390, 391","7 Jul. 1980","Commons",1980
"10807","GENERAL OBJECTIVES, AND GUIDANCE BY THE SECRETARY OF STATE","398","29 Jun. 1971","Commons",1971
"10808","GENERAL OPHTHALMIC SERVICES AND OPTICAL APPLIANCES","259","14 Apr. 1988","Commons",1988
"10809","GENERAL OPHTHALMIC SERVICES AND OPTICAL APPLIANCES","464","1 Nov. 1988","Commons",1988
"10810","GENERAL OPHTHALMIC SERVICES AND OPTICAL APPLIANCES","463","1 Nov. 1988","Commons",1988
"10811","GENERAL OR PARTIAL SUSPENSION OF DIRECT RULE","197, 198, 199","9 Jun. 1982","Commons",1982
"10812","GENERAL OR PARTIAL SUSPENSION OF DIRECT RULE","206, 207","15 Jun. 1982","Commons",1982
"10813","GENERAL OR PARTIAL SUSPENSION OF DIRECT RULE","252, 253","29 Jun. 1982","Commons",1982
"10814","GENERAL PLANS AND ARRANGEMENTS","86","8 Mar. 1983","Commons",1983
"10815","GENERAL POWER TO REDUCE RATE SUPPORT GRANT","392","8 Jul. 1980","Commons",1980
"10816","GENERAL POWERS AND DUTIES OF SECRETARY OF STATE TO PROVIDE SERVICES","150","12 Jun. 1973","Commons",1973
"10817","GENERAL POWERS EXERCISEABLE BY LOCAL AUTHORITY IN GENERAL IMPROVEMENT AREA","296","26 Jun. 1969","Commons",1969
"10818","GENERAL POWERS OF THE BOARD","361, 362","1 Nov. 1976","Commons",1976
"10819","GENERAL POWERS.","1","19 Jun. 1882","Commons",1882
"10820","GENERAL POWERS.","1","21 Jun. 1882","Commons",1882
"10821","GENERAL POWERS.","1","22 Jun. 1882","Commons",1882
"10822","GENERAL POWERS.","1","23 Jun. 1882","Commons",1882
"10823","GENERAL POWERS.","1","29 Jun. 1882","Commons",1882
"10824","GENERAL PRINCIPLES","54, 55","18 Jan. 1971","Commons",1971
"10825","GENERAL PROVISION FOR REPEAL AND AMENDMENT","248","27 Jun. 1972","Commons",1972
"10826","GENERAL PROVISIONS WITH RESPECT TO NEW CUSTOMS DUTIES.","54, 55, 56, 57, 58, 59","10 Feb. 1932","Commons",1932
"10827","GENERAL PURPOSES AND FUNCTIONS","252, 253, 254","1 Jul. 1975","Commons",1975
"10828","GENERAL PURPOSES AND FUNCTIONS","351, 352, 353","22 Oct. 1975","Commons",1975
"10829","GENERAL REQUIREMENTS AS TO LICENSED SERVICES","342","25 Oct. 1990","Commons",1990
"10830","GENERAL RESTRICTION ON PURPOSES OF CONTROL ORDERS","51","8 Nov. 2001","Commons",2001
"10831","GENERAL RIGHT OF ACCESS TO INFORMATION HELD BY PUBLIC AUTHORITIES","141","4 Apr. 2000","Commons",2000
"10832","GENERAL SUPPLEMENTARY PROVISIONS WITH RESPECT TO TRANSFER UNDER SECTION 19","124","23 Apr. 1991","Commons",1991
